nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 01:50:00",540,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 01:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 01:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 01:50:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 01:50:00",790,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 01:50:00",670,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 01:50:00",1720,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 01:50:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 01:50:00",950,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 01:50:00",1660,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 01:50:00",1600,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 02:20:00",170,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 02:20:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 02:20:00",810,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 02:20:00",5970,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 02:20:00",70,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 02:20:00",930,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 02:20:00",2530,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 02:20:00",1650,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 02:20:00",1720,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 02:20:00",-1980,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 02:20:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 02:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 02:20:00",900,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 02:20:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 02:20:00",800,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 02:20:00",710,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 02:20:00",1710,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 02:20:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 02:20:00",950,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 02:20:00",1660,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 02:20:00",1620,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 02:50:00",170,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 02:50:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 02:50:00",800,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 02:50:00",5970,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 02:50:00",70,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 02:50:00",1050,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 02:50:00",2540,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 02:50:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 02:50:00",1810,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 02:50:00",-1980,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 02:50:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 02:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 02:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 02:50:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 02:50:00",790,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 02:50:00",700,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 02:50:00",1710,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 02:50:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 02:40:00",960,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 02:50:00",1670,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 02:50:00",1610,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 03:20:00",170,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 03:20:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 03:20:00",800,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 03:20:00",5950,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 03:20:00",70,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 03:20:00",960,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 03:20:00",2530,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 03:20:00",1850,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 03:20:00",1900,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 03:20:00",-1990,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 03:20:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 03:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 03:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 03:20:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 03:20:00",880,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 03:20:00",700,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 03:20:00",1710,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 03:20:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 03:20:00",960,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 03:20:00",1670,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 03:20:00",1610,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 03:50:00",170,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 03:50:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 03:50:00",810,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 03:50:00",5960,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 03:50:00",70,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 03:50:00",1070,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 03:50:00",2520,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 03:50:00",1920,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 03:50:00",1950,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 03:50:00",-1990,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 03:50:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 03:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 03:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 03:50:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 03:50:00",990,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 03:50:00",700,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 03:50:00",1710,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 03:50:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 03:50:00",970,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 03:50:00",1670,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 03:50:00",1610,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 04:50:00",170,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 04:50:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 04:50:00",810,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 04:50:00",5960,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 04:50:00",70,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 04:50:00",1010,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 04:50:00",2570,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 04:50:00",2110,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 04:50:00",2180,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 04:50:00",-2000,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 04:50:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 04:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 04:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 04:50:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 04:50:00",1130,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 04:50:00",770,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 04:50:00",1700,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 04:50:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 04:50:00",980,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 04:50:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 04:50:00",1620,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 05:20:00",170,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 05:20:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 05:20:00",800,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 05:20:00",5930,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 05:20:00",70,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 05:20:00",1040,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 05:20:00",2610,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 05:20:00",2210,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 05:20:00",2270,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 05:20:00",-2010,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 05:20:00",560,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 05:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 05:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 05:20:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 05:20:00",1280,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 05:20:00",690,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 05:20:00",1700,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 05:20:00",1630,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 05:20:00",980,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 05:20:00",1690,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 05:20:00",1620,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 05:50:00",170,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 05:50:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 05:50:00",790,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 05:50:00",5930,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 05:50:00",70,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 05:50:00",1080,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 05:50:00",2630,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 05:50:00",2260,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 05:50:00",2350,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 05:50:00",-2010,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 05:50:00",560,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 05:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 05:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 05:50:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 05:50:00",1340,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 05:50:00",690,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 05:50:00",1730,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 05:50:00",1610,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 05:50:00",990,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 05:50:00",1700,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 05:50:00",1620,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 06:20:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 06:20:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 06:20:00",790,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 06:20:00",5930,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 06:20:00",70,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 06:20:00",1090,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 06:20:00",2670,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 06:20:00",2330,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 06:20:00",2360,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 06:20:00",-2000,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 06:20:00",560,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 06:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 06:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 06:20:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 06:20:00",1390,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 06:20:00",660,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 06:20:00",1770,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 06:20:00",1610,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 06:20:00",1000,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 06:20:00",1700,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 06:20:00",1800,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 06:50:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 06:50:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 06:50:00",790,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 06:50:00",5920,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 06:50:00",70,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 06:50:00",70,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 06:50:00",2670,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 06:50:00",2420,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 06:50:00",2420,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 06:50:00",-1990,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 06:50:00",560,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 06:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 06:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 06:50:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 06:50:00",1450,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 06:50:00",700,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 06:50:00",1860,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 06:50:00",1610,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 06:50:00",1000,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 06:50:00",1700,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 06:50:00",1640,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 07:20:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 07:20:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 07:20:00",790,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 07:20:00",5920,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 07:20:00",70,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 07:20:00",470,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 07:20:00",2740,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 07:20:00",2520,"Status : Siaga 1"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 07:20:00",2550,"Status : Siaga 1"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 07:20:00",-1980,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 07:20:00",570,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 07:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 07:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 07:20:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 07:20:00",1550,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 07:20:00",700,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 07:20:00",1960,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 07:20:00",1610,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 07:20:00",1000,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 07:20:00",1700,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 07:20:00",1620,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 07:50:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 07:50:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 07:50:00",790,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 07:50:00",5910,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 07:50:00",70,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 07:50:00",600,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 07:50:00",2770,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 07:50:00",2570,"Status : Siaga 1"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 07:50:00",2620,"Status : Siaga 1"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 07:50:00",-1960,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 07:50:00",560,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 07:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 07:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 07:50:00",3290,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 07:50:00",1630,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 07:50:00",670,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 07:50:00",2080,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 07:50:00",1630,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 07:30:00",1000,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 07:50:00",1700,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 07:50:00",1630,"Status : Normal"
